acc_x_mean,acc_y_mean,acc_z_mean,acc_x_std,acc_y_std,acc_z_std,acc_x_max,acc_y_max,acc_z_max,acc_x_min,acc_y_min,acc_z_min,gyro_x_mean,gyro_y_mean,gyro_z_mean,gyro_x_std,gyro_y_std,gyro_z_std,gyro_x_max,gyro_y_max,gyro_z_max,gyro_x_min,gyro_y_min,gyro_z_min,activity
0.8079471083660871,0.6050792706344761,-0.07886060808534526,0.3400527377296027,0.29007116101033764,0.31123727184442024,2.390305,2.311157,1.070602,-0.618698,-0.2379,-1.3544770000000002,-0.3167546459166199,-0.20590553626499208,0.14449838378069654,1.0791147578783264,1.9643643053018809,0.7020702067386936,3.3888010000000004,6.080116,2.908103,-3.902423,-6.649853,-2.179657,downstairs
0.8079471083660871,0.6050792706344761,-0.07886060808534526,0.3400527377296027,0.29007116101033764,0.31123727184442024,2.390305,2.311157,1.070602,-0.618698,-0.2379,-1.3544770000000002,-0.3167546459166199,-0.20590553626499208,0.14449838378069654,1.0791147578783264,1.9643643053018809,0.7020702067386936,3.3888010000000004,6.080116,2.908103,-3.902423,-6.649853,-2.179657,downstairs
-0.27223916906839773,1.0265168341790132,-0.0923391479602193,0.7247301175377828,1.149339983625337,0.6871248621227551,2.807007,5.363983,2.053986,-4.010848999999999,-1.796082,-5.257553,0.04908403621399182,0.15144672325102845,0.11782266213991768,3.057737510351778,2.9631316365617515,1.8787275895890065,6.22394,6.919963,4.481204,-9.52487,-11.997552,-6.496084,jogging
0.28115849937613996,0.3581203457145603,-0.8985972039543129,0.04187965432407455,0.03687143972251761,0.016954424585949823,0.527451,0.507019,-0.783539,0.040497,0.17131,-1.051422,-0.0021802077341624626,0.0392585239992226,0.003792396132918763,0.05237516920414051,0.03381121100046477,0.049603246282736706,0.591255,0.402753,0.7144739999999999,-0.7363529999999999,-0.333014,-0.590174,sitting
0.0798486498740552,1.0034294905057104,0.08025031699283089,0.07152180939436824,0.018362666497012188,0.05320670752324084,0.378998,1.373367,0.306076,-0.36496,0.742584,-0.284271,-0.0024304092603492228,0.03684968020404159,0.0016443926819697775,0.08746289249396225,0.17338796388412947,0.0623231026423178,1.544325,1.254333,0.90043,-1.158551,-1.909183,-0.516644,standing
-0.28748050022391447,0.8951773081056875,-0.18683281415136618,0.28034792929096664,0.3288437042906452,0.3342423148608983,0.549713,2.227661,0.82399,-1.587051,-0.191864,-2.449158,-0.10130294259681058,0.3644977239179956,0.044997332118451056,1.7901041130594404,1.0803136772656334,0.8803487145773911,4.947857,4.756963,3.480493,-4.945081,-3.72578,-2.045097,upstairs
-0.08016688090909088,0.9776997874999985,-0.06132935295454538,0.4284522764461291,0.6166408844856429,0.4767432985322905,1.5517729999999998,3.532059,1.595856,-3.963837,-0.746765,-2.285843,-0.029039326958525357,0.047701670276497604,0.12697430875576,1.947385505003302,1.7813702280497776,1.0742936452799678,5.516266000000001,7.66838,3.797359,-6.884486999999999,-4.972258,-5.110675,walking
-0.9936093482733264,0.03599441587068331,0.07006352718589265,0.37334922649643415,0.257214888388385,0.18503135951636104,0.076462,1.448456,1.313766,-2.453598,-1.077133,-0.652084,0.24988356422703534,0.02801650037341299,-0.04584667251680358,0.9171002508938695,0.8107506291993856,0.8998769790978419,3.545128,2.656956,2.666843,-2.666291,-3.189417,-3.482209,downstairs
0.8781876382788,0.41731054392649086,-0.05380017974002677,1.0861809282662374,1.0881198142841098,0.783859231625662,7.996291999999999,5.798019,3.166519,-1.309204,-2.818787,-5.722030999999999,0.0914629297407912,0.048368000682128216,-0.06518992655752624,2.3874305459399183,2.772819796678198,2.000349107715378,7.214239,13.581632999999998,7.443925,-7.604392,-13.817027,-7.561316000000001,jogging
0.5660159394767259,0.4576142973626126,-0.6907336308710723,0.04990011112173232,0.05745266707672814,0.025491233839279526,0.836975,0.97728,-0.439453,0.3816989999999999,0.1668849999999999,-0.902237,-3.160719225449921e-05,0.03970023247153962,0.0020410294712203407,0.030718008615753193,0.03150038670181383,0.03159323226567781,0.615,0.880302,0.754923,-0.59163,-0.509983,-0.595987,sitting
